year,state_id,fed_marg,fed_avg,fed_elas,st_marg,st_avg,st_elas,c_marg,c_avg,c_elas,state_abv,State,Code,Year,Poverty,code,C_avg
1982,28,0.2904,0.1465,2.0218,0.0509,0.0246,2.1132,0.3413,0.1711,2.035,ne,Nebraska,NE,1982,13.6,ne,17.11
1982,29,0.3,0.148,2.0687,0,0,0,0.3,0.148,3.6789,nv,Nevada,NV,1982,7.8,nv,14.8
1982,30,0.2742,0.1419,1.9703,0.0062,0.0052,1.2003,0.2804,0.1471,1.9427,nh,New Hampshire,NH,1982,10.3,nh,14.71
1982,31,0.3216,0.1682,1.9489,0.026,0.0212,1.2409,0.3476,0.1895,1.8691,nj,New Jersey,NJ,1982,12.2,nj,18.95
1982,32,0.2816,0.1365,2.1073,0.0301,0.0022,16.2078,0.3117,0.1386,2.3007,nm,New Mexico,NM,1982,22.4,nm,13.86
1982,33,0.2908,0.1568,1.8898,0.096,0.055,1.778,0.3869,0.2118,1.8607,ny,New York,NY,1982,14.8,ny,21.18
1982,34,0.2587,0.1309,2.0161,0.0648,0.042,1.5656,0.3235,0.1729,1.9063,nc,North Carolina,NC,1982,20.3,nc,17.29
1982,35,0.2918,0.1435,2.0761,0.0204,0.0078,2.6883,0.3122,0.1513,2.1075,nd,North Dakota,ND,1982,12.9,nd,15.13
1982,36,0.2938,0.154,1.9456,0.0354,0.0216,1.67,0.3292,0.1755,1.9117,oh,Ohio,OH,1982,12.8,oh,17.55
1982,37,0.2934,0.1514,1.9766,0.0501,0.0248,2.06,0.3435,0.1762,1.9883,ok,Oklahoma,OK,1982,15.4,ok,17.62
1982,38,0.2751,0.1488,1.8832,0.0886,0.0557,1.6149,0.3636,0.2046,1.81,or,Oregon,OR,1982,13.9,or,20.46
1982,39,0.2952,0.1531,1.9659,0.0229,0.0223,1.0344,0.3181,0.1754,1.8464,pa,Pennsylvania,PA,1982,13.5,pa,17.54
1982,40,0.2674,0.1325,2.0589,0.0576,0.029,2.0224,0.325,0.1616,2.0524,ri,Rhode Island,RI,1982,13.3,ri,16.16
1982,41,0.267,0.1327,2.0541,0.0652,0.0386,1.7191,0.3323,0.1713,1.9784,sc,South Carolina,SC,1982,21.2,sc,17.13
1982,42,0.2778,0.1301,2.182,0,0,0,0.2778,0.1301,11.6072,sd,South Dakota,SD,1982,16.8,sd,13.01
1982,43,0.2954,0.149,2.0225,0.0046,0.0047,1,0.3,0.1537,1.9911,tn,Tennessee,TN,1982,23.6,tn,15.37
1982,44,0.321,0.1679,1.9498,0,0,0,0.321,0.1679,0.4075,tx,Texas,TX,1982,16.2,tx,16.79
1982,45,0.2672,0.1227,2.2263,0.0542,0.0334,1.6491,0.3214,0.1561,2.1022,ut,Utah,UT,1982,14.5,ut,15.61
1982,46,0.2601,0.1344,1.9738,0.0876,0.0329,2.7355,0.3477,0.1673,2.1227,vt,Vermont,VT,1982,12.9,vt,16.73
1982,47,0.2876,0.146,2.0091,0.0527,0.0323,1.659,0.3403,0.1783,1.9455,va,Virginia,VA,1982,12.5,va,17.83
1982,48,0.3085,0.1557,2.0212,0,0,0,0.3085,0.1557,2.7618,wa,Washington,WA,1982,12.9,wa,15.57
1982,49,0.2891,0.1563,1.8838,0.0455,0.028,1.6537,0.3346,0.1843,1.8488,wv,West Virginia,WV,1982,24.8,wv,18.43
1982,50,0.2681,0.1374,1.9895,0.0812,0.0433,1.9117,0.3493,0.1807,1.9709,wi,Wisconsin,WI,1982,9.5,wi,18.07
1982,51,0.3162,0.1528,2.1124,0,0,0,0.3162,0.1528,18.8111,wy,Wyoming,WY,1982,12,wy,15.28
1982,52,0.2948,0.153,1.9645,0.0447,0.0267,1.6988,0.3394,0.1797,1.9248,us,,,,,,17.97
1983,1,0.2848,0.1574,1.8421,0.0341,0.0244,1.4193,0.3189,0.1818,1.7853,al,Alabama,AL,1983,23,al,18.18
1983,2,0.3334,0.1704,1.9954,0,0,0,0.3334,0.1704,8.8346,ak,Alaska,AK,1983,12.6,ak,17.04
1983,3,0.2595,0.132,2.0049,0.0544,0.0311,1.7774,0.3139,0.1632,1.9614,az,Arizona,AZ,1983,16.3,az,16.32
1983,4,0.2428,0.1237,2.0025,0.0515,0.0278,1.8919,0.2943,0.1514,1.9822,ar,Arkansas,AR,1983,21.5,ar,15.14
1983,5,0.2703,0.1411,1.9539,0.0743,0.0341,2.2295,0.3446,0.1751,2.0074,ca,California,CA,1983,14.9,ca,17.51
1983,6,0.2749,0.1398,2.0055,0.05,0.0292,1.7421,0.3249,0.169,1.9598,co,Colorado,CO,1983,12.6,co,16.9
1983,7,0.3116,0.1679,1.8913,0.0097,0.008,1.2261,0.3213,0.1759,1.8609,ct,Connecticut,CT,1983,8.8,ct,17.59
1983,8,0.2684,0.1449,1.8868,0.0886,0.0523,1.7235,0.3569,0.1972,1.8435,de,Delaware,DE,1983,8.6,de,19.72
1983,9,0.3162,0.1857,1.7327,0.1056,0.0652,1.6465,0.4219,0.2509,1.7103,dc,District of Columbia,DC,1983,21.5,dc,25.09
1983,10,0.2908,0.1553,1.9082,0,0,0,0.2908,0.1553,0.2273,fl,Florida,FL,1983,14.7,fl,15.53
1983,11,0.2568,0.1311,1.998,0.0561,0.0318,1.7989,0.3129,0.1628,1.9591,ga,Georgia,GA,1983,18.8,ga,16.28
1983,12,0.2671,0.1473,1.847,0.0886,0.0564,1.5963,0.3557,0.2036,1.7775,hi,Hawaii,HI,1983,12.9,hi,20.36
1983,13,0.2254,0.1089,2.1132,0.067,0.0338,2.0213,0.2924,0.1427,2.0914,id,Idaho,ID,1983,17.7,id,14.27
1983,14,0.2868,0.1505,1.9426,0.0311,0.0268,1.1736,0.3179,0.1773,1.8254,il,Illinois,IL,1983,14.3,il,17.73
1983,15,0.2654,0.1384,1.9551,0.0304,0.0271,1.1348,0.2957,0.1654,1.82,in,Indiana,IN,1983,16.1,in,16.54
1983,16,0.263,0.1411,1.8998,0.0601,0.0381,1.6026,0.3231,0.1792,1.8365,ia,Iowa,IA,1983,16.7,ia,17.92
1983,17,0.2686,0.14,1.9563,0.0506,0.0257,2.0112,0.3193,0.1657,1.9648,ks,Kansas,KS,1983,13.6,ks,16.57
1983,18,0.2587,0.1339,1.9702,0.0439,0.0328,1.3573,0.3026,0.1666,1.8492,ky,Kentucky,KY,1983,17.9,ky,16.66
1983,19,0.2839,0.1478,1.9589,0.0233,0.0121,1.9622,0.3073,0.1599,1.9592,la,Louisiana,LA,1983,21.5,la,15.99
1983,20,0.2503,0.1416,1.7994,0.07,0.0349,2.0484,0.3203,0.1765,1.8485,me,Maine,ME,1983,12.4,me,17.65
1983,21,0.2784,0.1417,2.0045,0.0495,0.0333,1.508,0.3279,0.175,1.9096,md,Maryland,MD,1983,8.7,md,17.5
1983,22,0.2827,0.1541,1.8691,0.0618,0.0514,1.2179,0.3445,0.2054,1.7055,ma,Massachusetts,MA,1983,7.7,ma,20.54
1983,23,0.2657,0.1394,1.9424,0.0731,0.0468,1.5884,0.3388,0.1862,1.8533,mi,Michigan,MI,1983,16.8,mi,18.62
1983,24,0.2634,0.1449,1.8517,0.118,0.0714,1.6807,0.3814,0.2163,1.7952,mn,Minnesota,MN,1983,12.1,mn,21.63
1983,25,0.2452,0.1253,1.9953,0.0323,0.0142,2.3279,0.2775,0.1395,2.0291,ms,Mississippi,MS,1983,27,ms,13.95
1983,26,0.2701,0.139,1.9821,0.0373,0.0221,1.7147,0.3074,0.1611,1.9453,mo,Missouri,MO,1983,16.7,mo,16.11
1983,27,0.258,0.1316,1.9999,0.0562,0.0324,1.767,0.3141,0.1639,1.9538,mt,Montana,MT,1983,15.4,mt,16.39
1983,28,0.2455,0.1225,2.0451,0.0494,0.0236,2.1356,0.2949,0.1461,2.0598,ne,Nebraska,NE,1983,15.2,ne,14.61
1983,29,0.2841,0.1504,1.925,0,0,0,0.2841,0.1504,3.2477,nv,Nevada,NV,1983,9.7,nv,15.04
1983,30,0.267,0.1385,1.965,0.0037,0.0029,1.3045,0.2707,0.1414,1.9515,nh,New Hampshire,NH,1983,8.1,nh,14.14
1983,31,0.2982,0.1591,1.9098,0.0304,0.0236,1.3034,0.3286,0.1827,1.831,nj,New Jersey,NJ,1983,11.1,nj,18.27
1983,32,0.2563,0.128,2.0427,0.0403,0.0075,5.6659,0.2965,0.1355,2.237,nm,New Mexico,NM,1983,24.5,nm,13.55
1983,33,0.2761,0.1513,1.8585,0.0962,0.0561,1.7458,0.3723,0.2074,1.828,ny,New York,NY,1983,16,ny,20.74
1983,34,0.2474,0.127,1.9868,0.0666,0.0437,1.5495,0.3141,0.1707,1.8745,nc,North Carolina,NC,1983,15.8,nc,17.07
1983,35,0.2606,0.1305,2.0377,0.0288,0.0145,2.0257,0.2893,0.145,2.0365,nd,North Dakota,ND,1983,15,nd,14.5
1983,36,0.2707,0.1445,1.9091,0.0503,0.0294,1.7405,0.3211,0.1739,1.8805,oh,Ohio,OH,1983,13.4,oh,17.39
1983,37,0.268,0.1389,1.9676,0.0504,0.0254,2.0258,0.3184,0.1643,1.9766,ok,Oklahoma,OK,1983,17,ok,16.43
1983,38,0.2518,0.1347,1.9046,0.091,0.059,1.566,0.3428,0.1937,1.8012,or,Oregon,OR,1983,16.1,or,19.37
1983,39,0.2758,0.1447,1.9438,0.026,0.0254,1.0364,0.3018,0.17,1.8074,pa,Pennsylvania,PA,1983,15.4,pa,17
1983,40,0.2452,0.1242,2.014,0.0648,0.0327,2.0221,0.31,0.1569,2.0157,ri,Rhode Island,RI,1983,14.5,ri,15.69
1983,41,0.247,0.1251,2.0131,0.0657,0.0383,1.7437,0.3126,0.1635,1.9498,sc,South Carolina,SC,1983,20.8,sc,16.35
1983,42,0.2641,0.1314,2.0513,0,0,0,0.2641,0.1314,13.2509,sd,South Dakota,SD,1983,18.4,sd,13.14
1983,43,0.2697,0.139,1.9786,0.0043,0.0043,1,0.274,0.1433,1.9488,tn,Tennessee,TN,1983,20,tn,14.33
1983,44,0.3037,0.161,1.9227,0,0,0,0.3037,0.161,0.4166,tx,Texas,TX,1983,16,tx,16.1
1983,45,0.2491,0.1176,2.1648,0.0544,0.034,1.628,0.3035,0.1515,2.044,ut,Utah,UT,1983,13.5,ut,15.15
1983,46,0.2483,0.1272,1.991,0.0636,0.0324,2.0047,0.3119,0.1596,1.9937,vt,Vermont,VT,1983,15.6,vt,15.96
1983,47,0.272,0.1398,1.9844,0.0533,0.033,1.6409,0.3254,0.1728,1.9186,va,Virginia,VA,1983,11.3,va,17.28
1983,48,0.2814,0.1449,1.9808,0,0,0,0.2814,0.1449,2.899,wa,Washington,WA,1983,10.8,wa,14.49
1983,49,0.2683,0.148,1.8457,0.0614,0.0342,1.829,0.3297,0.1822,1.8426,wv,West Virginia,WV,1983,22.1,wv,18.22
1983,50,0.2445,0.1264,1.9719,0.0889,0.0505,1.7908,0.3333,0.1769,1.9201,wi,Wisconsin,WI,1983,10.7,wi,17.69
1983,51,0.3095,0.1561,2.0236,0,0,0,0.3095,0.1561,20.335,wy,Wyoming,WY,1983,12.6,wy,15.61
1983,52,0.2747,0.1447,1.9356,0.0485,0.0294,1.6776,0.3232,0.1741,1.892,us,,,,,,17.41
1984,1,0.3005,0.178,1.7178,0.0334,0.0245,1.3804,0.3339,0.2025,1.6768,al,Alabama,AL,1984,19.1,al,20.25
1984,2,0.3064,0.154,2.0295,0,0,0,0.3064,0.154,10.2229,ak,Alaska,AK,1984,9.6,ak,15.4
1984,3,0.2553,0.1274,2.0441,0.0543,0.0314,1.7573,0.3095,0.1588,1.9872,az,Arizona,AZ,1984,18.2,az,15.88
1984,4,0.2316,0.1112,2.1267,0.0511,0.0272,1.9125,0.2827,0.1384,2.0845,ar,Arkansas,AR,1984,23.9,ar,13.84
1984,5,0.267,0.1402,1.9411,0.0746,0.0344,2.2195,0.3416,0.1746,1.9958,ca,California,CA,1984,13.2,ca,17.46
1984,6,0.2627,0.1324,2.0252,0.0529,0.032,1.6784,0.3156,0.1644,1.9575,co,Colorado,CO,1984,8.9,co,16.44
1984,7,0.3101,0.1695,1.8631,0.0081,0.0073,1.1241,0.3182,0.1769,1.8323,ct,Connecticut,CT,1984,6.9,ct,17.69
1984,8,0.2435,0.126,1.9701,0.0868,0.0494,1.7886,0.3304,0.1755,1.9189,de,Delaware,DE,1984,10.3,de,17.55
1984,9,0.3119,0.1908,1.6617,0.1036,0.0664,1.5857,0.4155,0.2572,1.6421,dc,District of Columbia,DC,1984,21.1,dc,25.72
1984,10,0.2903,0.1555,1.902,0,0,0,0.2903,0.1555,0.2424,fl,Florida,FL,1984,15.1,fl,15.55
1984,11,0.2523,0.1263,2.0387,0.0576,0.033,1.7794,0.3099,0.1592,1.9849,ga,Georgia,GA,1984,16.9,ga,15.92
1984,12,0.265,0.1462,1.847,0.0893,0.0577,1.5717,0.3543,0.2038,1.7689,hi,Hawaii,HI,1984,9.3,hi,20.38
1984,13,0.2345,0.1143,2.0952,0.0684,0.0366,1.9062,0.3029,0.1508,2.0493,id,Idaho,ID,1984,17.3,id,15.08
1984,14,0.2877,0.1527,1.92,0.0283,0.0248,1.1545,0.316,0.1775,1.8124,il,Illinois,IL,1984,15,il,17.75
1984,15,0.2603,0.1338,1.9845,0.0304,0.0273,1.1257,0.2907,0.1611,1.8379,in,Indiana,IN,1984,12.9,in,16.11
1984,16,0.2789,0.1581,1.7956,0.0656,0.0429,1.5555,0.3445,0.201,1.7443,ia,Iowa,IA,1984,14.6,ia,20.1
1984,17,0.2585,0.1327,1.9859,0.0509,0.0274,1.8969,0.3094,0.1601,1.9706,ks,Kansas,KS,1984,10.7,ks,16.01
1984,18,0.2536,0.1314,1.9671,0.0439,0.0329,1.3528,0.2974,0.1643,1.8436,ky,Kentucky,KY,1984,19.1,ky,16.43
1984,19,0.2664,0.1406,1.932,0.0241,0.0124,1.98,0.2906,0.153,1.9359,la,Louisiana,LA,1984,20.6,la,15.3
1984,20,0.2663,0.1491,1.818,0.0757,0.0382,2.0206,0.342,0.1874,1.8593,me,Maine,ME,1984,13,me,18.74
1984,21,0.2657,0.134,2.0226,0.0506,0.0336,1.5288,0.3163,0.1676,1.9233,md,Maryland,MD,1984,8.7,md,16.76
1984,22,0.2813,0.1532,1.8699,0.056,0.0433,1.3113,0.3373,0.1965,1.7464,ma,Massachusetts,MA,1984,8.9,ma,19.65
1984,23,0.2653,0.1397,1.9363,0.0671,0.0447,1.5235,0.3325,0.1844,1.8359,mi,Michigan,MI,1984,16.7,mi,18.44
1984,24,0.2655,0.1506,1.7944,0.1084,0.0646,1.7063,0.3739,0.2152,1.7679,mn,Minnesota,MN,1984,9.1,mn,21.52
1984,25,0.2433,0.123,2.0182,0.034,0.0147,2.3631,0.2774,0.1377,2.055,ms,Mississippi,MS,1984,25.1,ms,13.77
1984,26,0.2676,0.1404,1.9422,0.0381,0.0228,1.7003,0.3057,0.1633,1.9083,mo,Missouri,MO,1984,14.5,mo,16.33
1984,27,0.2632,0.1303,2.0611,0.0599,0.0322,1.8955,0.3231,0.1625,2.0282,mt,Montana,MT,1984,13.8,mt,16.25
1984,28,0.2487,0.1226,2.0714,0.0487,0.0248,2.0003,0.2974,0.1474,2.0594,ne,Nebraska,NE,1984,13.3,ne,14.74
1984,29,0.2681,0.1348,2.0301,0,0,0,0.2681,0.1348,3.0797,nv,Nevada,NV,1984,10.5,nv,13.48
1984,30,0.2577,0.1298,2.0251,0.0037,0.0029,1.2955,0.2613,0.1327,2.0092,nh,New Hampshire,NH,1984,7.1,nh,13.27
1984,31,0.3001,0.1602,1.9092,0.0311,0.0244,1.29,0.3312,0.1846,1.8268,nj,New Jersey,NJ,1984,10.1,nj,18.46
1984,32,0.2409,0.12,2.049,0.0405,0.0086,4.9615,0.2814,0.1285,2.238,nm,New Mexico,NM,1984,19.5,nm,12.85
1984,33,0.2688,0.148,1.8502,0.0961,0.0571,1.7107,0.3649,0.2051,1.8113,ny,New York,NY,1984,16,ny,20.51
1984,34,0.2452,0.1281,1.9515,0.0676,0.0448,1.5305,0.3128,0.1729,1.842,nc,North Carolina,NC,1984,14.6,nc,17.29
1984,35,0.2559,0.1297,2.0133,0.0284,0.0148,1.9565,0.2842,0.1444,2.0075,nd,North Dakota,ND,1984,15.4,nd,14.44
1984,36,0.267,0.1461,1.8619,0.0552,0.0325,1.7296,0.3222,0.1785,1.8378,oh,Ohio,OH,1984,13.5,oh,17.85
1984,37,0.2571,0.1326,1.9774,0.0512,0.0258,2.0303,0.3083,0.1583,1.986,ok,Oklahoma,OK,1984,13.3,ok,15.83
1984,38,0.251,0.1341,1.9072,0.0912,0.0607,1.5249,0.3423,0.1949,1.7877,or,Oregon,OR,1984,12.8,or,19.49
1984,39,0.2696,0.1409,1.9512,0.0254,0.0248,1.0334,0.295,0.1657,1.8127,pa,Pennsylvania,PA,1984,15.6,pa,16.57
1984,40,0.2429,0.1208,2.0521,0.0585,0.03,1.9908,0.3014,0.1508,2.0399,ri,Rhode Island,RI,1984,12.8,ri,15.08
1984,41,0.2414,0.1239,1.987,0.0655,0.0376,1.7709,0.3068,0.1615,1.9366,sc,South Carolina,SC,1984,17.2,sc,16.15
1984,42,0.241,0.1112,2.2145,0,0,0,0.241,0.1112,13.789,sd,South Dakota,SD,1984,14.5,sd,11.12
1984,43,0.2718,0.1419,1.9529,0.0043,0.0043,1,0.2761,0.1462,1.9244,tn,Tennessee,TN,1984,17.4,tn,14.62
1984,44,0.2954,0.1578,1.9085,0,0,0,0.2954,0.1578,0.4283,tx,Texas,TX,1984,15.7,tx,15.78
1984,45,0.2449,0.1152,2.1713,0.0533,0.0349,1.5521,0.2982,0.1501,2.0268,ut,Utah,UT,1984,11.1,ut,15.01
1984,46,0.2517,0.1199,2.1439,0.0665,0.0324,2.0988,0.3183,0.1523,2.1343,vt,Vermont,VT,1984,12.6,vt,15.23
1984,47,0.2685,0.1378,1.9875,0.0535,0.0333,1.6328,0.322,0.1711,1.9183,va,Virginia,VA,1984,10,va,17.11
1984,48,0.2805,0.1416,2.0211,0,0,0,0.2805,0.1416,3.1991,wa,Washington,WA,1984,11.3,wa,14.16
1984,49,0.2553,0.1405,1.8504,0.0653,0.0356,1.8684,0.3206,0.1761,1.854,wv,West Virginia,WV,1984,20.4,wv,17.61
1984,50,0.2362,0.1198,2.0115,0.0835,0.0445,1.9099,0.3196,0.1643,1.9839,wi,Wisconsin,WI,1984,15.5,wi,16.43
1984,51,0.2805,0.1382,2.0722,0,0,0,0.2805,0.1382,21.4653,wy,Wyoming,WY,1984,10.9,wy,13.82
1984,52,0.2711,0.1434,1.9264,0.0483,0.0293,1.6763,0.3194,0.1728,1.8839,us,,,,,,17.28
1985,1,0.2932,0.1668,1.7891,0.0344,0.0251,1.3876,0.3276,0.192,1.7364,al,Alabama,AL,1985,20.6,al,19.2
1985,2,0.313,0.1572,2.031,0,0,0,0.313,0.1572,11.6718,ak,Alaska,AK,1985,8.7,ak,15.72
1985,3,0.2558,0.1278,2.0413,0.0542,0.0305,1.8118,0.31,0.1583,1.997,az,Arizona,AZ,1985,10.7,az,15.83
1985,4,0.2418,0.1213,2.0337,0.0521,0.0288,1.8432,0.294,0.1501,1.9971,ar,Arkansas,AR,1985,22.9,ar,15.01
1985,5,0.2679,0.1399,1.9514,0.0751,0.0345,2.2211,0.3429,0.1745,2.0047,ca,California,CA,1985,13.6,ca,17.45
1985,6,0.2701,0.1379,1.9977,0.054,0.0331,1.6576,0.3241,0.171,1.9317,co,Colorado,CO,1985,10.2,co,17.1
1985,7,0.3123,0.1718,1.8517,0.0105,0.0086,1.2321,0.3228,0.1804,1.8218,ct,Connecticut,CT,1985,7.6,ct,18.04
1985,8,0.2582,0.142,1.8527,0.0788,0.0464,1.7249,0.337,0.1884,1.8212,de,Delaware,DE,1985,11.4,de,18.84
1985,9,0.3391,0.196,1.7606,0.1059,0.0659,1.6329,0.445,0.2619,1.7284,dc,District of Columbia,DC,1985,20.4,dc,26.19
1985,10,0.29,0.155,1.906,0,0,0,0.29,0.155,0.3061,fl,Florida,FL,1985,13.4,fl,15.5
1985,11,0.2574,0.1291,2.0334,0.0577,0.0337,1.7419,0.3151,0.1629,1.9729,ga,Georgia,GA,1985,17.7,ga,16.29
1985,12,0.2592,0.1419,1.861,0.0878,0.0551,1.6196,0.347,0.197,1.7933,hi,Hawaii,HI,1985,10.7,hi,19.7
1985,13,0.2296,0.1127,2.0801,0.0698,0.0366,1.9432,0.2994,0.1493,2.0465,id,Idaho,ID,1985,16,id,14.93
1985,14,0.2925,0.1565,1.905,0.0259,0.0228,1.146,0.3184,0.1793,1.8077,il,Illinois,IL,1985,15.6,il,17.93
1985,15,0.2597,0.1352,1.9595,0.0304,0.0266,1.1553,0.2901,0.1617,1.8264,in,Indiana,IN,1985,12,in,16.17
1985,16,0.2775,0.1549,1.8243,0.0632,0.039,1.6452,0.3407,0.1939,1.7882,ia,Iowa,IA,1985,17.9,ia,19.39
1985,17,0.2633,0.1332,2.0171,0.0462,0.0247,1.9072,0.3095,0.1578,1.9999,ks,Kansas,KS,1985,13.8,ks,15.78
1985,18,0.2548,0.1342,1.9363,0.0442,0.033,1.3564,0.299,0.1672,1.8212,ky,Kentucky,KY,1985,19.4,ky,16.72
1985,19,0.2704,0.1409,1.9558,0.0243,0.0128,1.9309,0.2947,0.1538,1.9537,la,Louisiana,LA,1985,18.1,la,15.38
1985,20,0.287,0.1641,1.7805,0.0793,0.0418,1.9334,0.3663,0.2059,1.8115,me,Maine,ME,1985,11.9,me,20.59
1985,21,0.2712,0.137,2.0191,0.0503,0.0338,1.508,0.3215,0.1709,1.9175,md,Maryland,MD,1985,8.7,md,17.09
1985,22,0.2778,0.1519,1.863,0.0615,0.0459,1.3581,0.3393,0.1978,1.7453,ma,Massachusetts,MA,1985,9.2,ma,19.78
1985,23,0.2771,0.1484,1.9023,0.0608,0.0406,1.5202,0.3379,0.1891,1.82,mi,Michigan,MI,1985,14.5,mi,18.91
1985,24,0.2823,0.164,1.7513,0.0931,0.0544,1.7413,0.3754,0.2184,1.7488,mn,Minnesota,MN,1985,12.6,mn,21.84
1985,25,0.2395,0.1194,2.0469,0.0339,0.0153,2.2666,0.2735,0.1347,2.0718,ms,Mississippi,MS,1985,25.1,ms,13.47
1985,26,0.2695,0.1421,1.9337,0.0383,0.0233,1.6726,0.3078,0.1653,1.8969,mo,Missouri,MO,1985,13.7,mo,16.53
1985,27,0.2543,0.1268,2.0469,0.0623,0.032,1.986,0.3166,0.1588,2.0347,mt,Montana,MT,1985,16,mt,15.88
1985,28,0.2363,0.1168,2.0643,0.0485,0.025,1.9781,0.2848,0.1418,2.0491,ne,Nebraska,NE,1985,14.8,ne,14.18
1985,29,0.2795,0.1424,2.0019,0,0,0,0.2795,0.1424,2.548,nv,Nevada,NV,1985,14.4,nv,14.24
1985,30,0.2648,0.1352,1.9974,0.0048,0.004,1.2219,0.2696,0.1392,1.9752,nh,New Hampshire,NH,1985,6,nh,13.92
1985,31,0.2994,0.1598,1.909,0.0317,0.0239,1.3402,0.331,0.1838,1.8346,nj,New Jersey,NJ,1985,8.3,nj,18.38
1985,32,0.2504,0.1245,2.0529,0.044,0.0102,4.5166,0.2944,0.1347,2.2351,nm,New Mexico,NM,1985,18.5,nm,13.47
1985,33,0.2739,0.1505,1.854,0.0961,0.0559,1.7495,0.37,0.2063,1.8257,ny,New York,NY,1985,15.8,ny,20.63
1985,34,0.2437,0.126,1.9717,0.068,0.0451,1.5304,0.3117,0.1711,1.855,nc,North Carolina,NC,1985,14.2,nc,17.11
1985,35,0.2466,0.1236,2.0353,0.0275,0.0141,1.9832,0.274,0.1377,2.03,nd,North Dakota,ND,1985,15.9,nd,13.77
1985,36,0.2664,0.1444,1.8792,0.0524,0.0312,1.7073,0.3189,0.1757,1.8486,oh,Ohio,OH,1985,12.8,oh,17.57
1985,37,0.263,0.137,1.9573,0.0515,0.0264,1.9919,0.3145,0.1634,1.9629,ok,Oklahoma,OK,1985,16,ok,16.34
1985,38,0.2566,0.1372,1.9062,0.0854,0.0571,1.5173,0.342,0.1943,1.7915,or,Oregon,OR,1985,11.9,or,19.43
1985,39,0.2731,0.1423,1.9567,0.0248,0.0244,1.028,0.2979,0.1667,1.8197,pa,Pennsylvania,PA,1985,10.5,pa,16.67
1985,40,0.2375,0.1185,2.0449,0.0542,0.0275,2.0082,0.2916,0.146,2.038,ri,Rhode Island,RI,1985,9,ri,14.6
1985,41,0.2389,0.1225,1.9891,0.0586,0.0282,2.1228,0.2975,0.1507,2.0141,sc,South Carolina,SC,1985,15.2,sc,15.07
1985,42,0.2398,0.1167,2.097,0,0,0,0.2398,0.1167,15.1252,sd,South Dakota,SD,1985,17.3,sd,11.67
1985,43,0.2732,0.1417,1.9661,0.0046,0.0047,1.0011,0.2779,0.1464,1.9349,tn,Tennessee,TN,1985,18.1,tn,14.64
1985,44,0.2936,0.1562,1.9158,0,0,0,0.2936,0.1562,0.4431,tx,Texas,TX,1985,15.9,tx,15.62
1985,45,0.2409,0.1117,2.2038,0.0564,0.0352,1.6306,0.2973,0.1469,2.0659,ut,Utah,UT,1985,10.9,ut,14.69
1985,46,0.2457,0.1254,1.9989,0.0702,0.0329,2.1792,0.3159,0.1583,2.0364,vt,Vermont,VT,1985,9.2,vt,15.83
1985,47,0.2692,0.1383,1.9844,0.0549,0.0339,1.6487,0.3241,0.1722,1.9182,va,Virginia,VA,1985,10,va,17.22
1985,48,0.2757,0.1394,2.0172,0,0,0,0.2757,0.1394,3.2963,wa,Washington,WA,1985,12,wa,13.94
1985,49,0.2519,0.1404,1.8276,0.062,0.0344,1.8384,0.314,0.1747,1.8298,wv,West Virginia,WV,1985,22.3,wv,17.47
1985,50,0.2402,0.1227,1.9972,0.0844,0.0459,1.8714,0.3246,0.1686,1.9629,wi,Wisconsin,WI,1985,11.6,wi,16.86
1985,51,0.2857,0.1494,1.9502,0,0,0,0.2857,0.1494,20.377,wy,Wyoming,WY,1985,12,wy,14.94
1985,52,0.2733,0.1447,1.9256,0.0479,0.0288,1.6917,0.3212,0.1734,1.8867,us,,,,,,17.34
1986,1,0.3186,0.1956,1.6555,0.0333,0.0251,1.3438,0.3519,0.2207,1.6199,al,Alabama,AL,1986,23.8,al,22.07
1986,2,0.3204,0.1567,2.0877,0,0,0,0.3204,0.1567,12.7445,ak,Alaska,AK,1986,11.4,ak,15.67
1986,3,0.2606,0.1324,2.0076,0.0547,0.0311,1.7895,0.3153,0.1635,1.966,az,Arizona,AZ,1986,14.3,az,16.35
1986,4,0.2316,0.1122,2.1082,0.0517,0.0271,1.9475,0.2833,0.1392,2.0769,ar,Arkansas,AR,1986,21.3,ar,13.92
1986,5,0.2817,0.156,1.8391,0.0814,0.0409,2.0321,0.3631,0.1969,1.8791,ca,California,CA,1986,12.7,ca,19.69
1986,6,0.2865,0.1575,1.8531,0.0546,0.0343,1.6154,0.3411,0.1918,1.8105,co,Colorado,CO,1986,13.5,co,19.18
1986,7,0.3187,0.1763,1.8406,0.0098,0.0077,1.2828,0.3285,0.184,1.8171,ct,Connecticut,CT,1986,6,ct,18.4
1986,8,0.2586,0.1323,1.9938,0.0715,0.0411,1.7724,0.3302,0.1734,1.9412,de,Delaware,DE,1986,12.4,de,17.34
1986,9,0.2712,0.1427,1.9369,0.0985,0.0582,1.721,0.3697,0.2009,1.8742,dc,District of Columbia,DC,1986,12.8,dc,20.09
1986,10,0.2996,0.1642,1.8581,0,0,0,0.2996,0.1642,0.1577,fl,Florida,FL,1986,11.4,fl,16.42
1986,11,0.2707,0.1434,1.9244,0.057,0.0352,1.6461,0.3277,0.1786,1.8694,ga,Georgia,GA,1986,14.6,ga,17.86
