state,year,income,taxsngl,taxjnt,taxfam,tax65,mtr_wage,mtr_int,mtr_amt,mtr_lcg,mtr_gift,mtr_fed,mtr_ptx,mtr_pt65,code,state_id,fed_marg,fed_avg,fed_elas,st_marg,st_avg,st_elas,c_marg,c_avg,c_elas,state_abv,Fips,State,Abbrev,rate
21,2015,1,140.4,-63.2,-107.36,192.8,0,0,0,0,0,0,0,0,md,,,,,,,,,,,,,,,
21,2016,1,149.26,-58.49,-108.29,196.31,0,0,0,0,0,0,0,0,md,,,,,,,,,,,,,,,
21,2017,1,157.36,-55.19,-111.23,200.18,0,0,0,0,0,0,0,0,md,,,,,,,,,,,,,,,
21,2018,1,164.95,-50.26,-114.46,205.24,0,0,0,0,0,0,0,0,md,,,,,,,,,,,,,,,
22,1977,1,248.6,172,0,164.05,0,0,0,0,0,0,0,0,ma,22,0.6697,0.5022,1.3517,0.1127,0.1125,1.012,0.7824,0.6147,1.2893,ma,,,,
22,1978,1,267.45,185.57,0,175.26,0,0,0,0,0,0,0,0,ma,22,0.6106,0.4122,1.5037,0.1099,0.1099,1.0099,0.7205,0.5221,1.3994,ma,,,,
22,1979,1,288.73,203.64,0,203.59,0,0,0,0,0,0,0,0,ma,22,0.2827,0.1493,1.9299,0.059,0.0471,1.2694,0.3417,0.1964,1.7707,ma,,,,
22,1980,1,310.38,234.85,0,232.3,0,0,0,0,0,0,0,0,ma,22,0.3019,0.1603,1.9195,0.06,0.0487,1.2457,0.3619,0.2091,1.7616,ma,25000,Massachusetts,Mass.,5.6
22,1981,1,328.3,264.39,45.18,256.89,5.38,10.75,6.45,0,0,0,0,0,ma,22,0.3137,0.1665,1.9198,0.0611,0.0505,1.2246,0.3748,0.2171,1.7572,ma,25000,Massachusetts,Mass.,6.5
22,1982,1,321.64,244.42,32.89,254.4,10.75,10.75,4.3,0,0,0,0,0,ma,22,0.298,0.1592,1.9083,0.0607,0.05,1.2272,0.3587,0.2092,1.7446,ma,25000,Massachusetts,Mass.,7.7
22,1983,1,330.19,257.14,58.54,265.49,5.38,10.75,5.38,0,0,0,0,0,ma,22,0.2827,0.1541,1.8691,0.0618,0.0514,1.2179,0.3445,0.2054,1.7055,ma,25000,Massachusetts,Mass.,6.8
22,1984,1,325.08,0,0,266.97,0,0,0,0,0,0,0,0,ma,22,0.2813,0.1532,1.8699,0.056,0.0433,1.3113,0.3373,0.1965,1.7464,ma,25000,Massachusetts,Mass.,4.8
22,1985,1,292.12,0,0,292.12,0,0,0,0,0,0,0,0,ma,22,0.2778,0.1519,1.863,0.0615,0.0459,1.3581,0.3393,0.1978,1.7453,ma,25000,Massachusetts,Mass.,4
22,1986,1,53.93,0,0,53.93,0,0,0,0,0,0,0,0,ma,22,0.2886,0.1578,1.8626,0.0589,0.0459,1.2994,0.3475,0.2038,1.7351,ma,25000,Massachusetts,Mass.,3.9
22,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,ma,22,0.2556,0.1446,1.7998,0.0532,0.037,1.4595,0.3088,0.1815,1.7303,ma,25000,Massachusetts,Mass.,3.2
22,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,ma,22,0.2372,0.1414,1.7062,0.0517,0.0394,1.3293,0.2888,0.1808,1.6239,ma,25000,Massachusetts,Mass.,3.3
22,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,ma,22,0.2363,0.1408,1.7067,0.0589,0.0455,1.3114,0.2951,0.1863,1.6099,ma,25000,Massachusetts,Mass.,4.2
22,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,ma,22,0.2328,0.1358,1.7446,0.0599,0.0503,1.2054,0.2927,0.1861,1.5982,ma,25000,Massachusetts,Mass.,6.3
22,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,ma,22,0.2319,0.1344,1.7548,0.0638,0.0526,1.2278,0.2957,0.1871,1.606,ma,25000,Massachusetts,Mass.,8.6
22,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,ma,22,0.2328,0.1395,1.6974,0.0627,0.0511,1.2413,0.2955,0.1906,1.5746,ma,25000,Massachusetts,Mass.,8.5
22,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,ma,22,0.2386,0.1419,1.7102,0.061,0.0509,1.2131,0.2996,0.1928,1.5784,ma,25000,Massachusetts,Mass.,7
22,1994,1,2.36,0,0,2.36,0,0,0,0,0,0,0,0,ma,22,0.2417,0.1417,1.7361,0.0602,0.051,1.1933,0.3019,0.1927,1.5918,ma,25000,Massachusetts,Mass.,6
22,1995,1,22.87,0,0,22.87,0,0,0,0,0,0,0,0,ma,22,0.248,0.1454,1.735,0.0628,0.0515,1.2341,0.3108,0.1969,1.6036,ma,25000,Massachusetts,Mass.,5.3
22,1996,1,40.4,0,0,40.4,0,0,0,0,0,0,0,0,ma,22,0.2509,0.1483,1.7217,0.06,0.0504,1.2045,0.311,0.1987,1.5899,ma,25000,Massachusetts,Mass.,4.4
22,1997,1,44.73,-11.83,-11.83,56.55,0.76,0.76,0.76,0,0,0,0,0,ma,22,0.2497,0.1495,1.6988,0.0641,0.051,1.2743,0.3138,0.2004,1.5905,ma,25000,Massachusetts,Mass.,3.9
22,1998,1,53.45,-13.26,-13.26,66.72,0.76,0.76,0.76,0,0,0,0,0,ma,22,0.2558,0.1496,1.7397,0.0553,0.0439,1.2769,0.3111,0.1935,1.6343,ma,25000,Massachusetts,Mass.,3.3
22,1999,1,55.86,-13.47,-13.47,69.34,0.76,0.76,0.76,0,0,0,0,0,ma,22,0.2671,0.1617,1.6792,0.0593,0.0496,1.2095,0.3264,0.2113,1.5685,ma,25000,Massachusetts,Mass.,3.2
22,2000,1,77.02,-13.01,-13.01,90.03,0.76,0.76,0.76,0,0,0,0,0,ma,22,0.2701,0.1639,1.6757,0.0587,0.0488,1.2168,0.3288,0.2127,1.57,ma,25000,Massachusetts,Mass.,2.7
22,2001,1,90.14,-20.22,-20.22,110.35,1.15,1.15,1.15,0,0,0,0,0,ma,22,0.2711,0.1566,1.7618,0.0556,0.0454,1.239,0.3267,0.202,1.6439,ma,25000,Massachusetts,Mass.,3.7
22,2002,1,102.44,-33.78,-33.78,123.8,1.15,1.15,1.15,0,0,0,0,0,ma,22,0.2616,0.1466,1.8175,0.0533,0.0443,1.2187,0.3149,0.1908,1.6779,ma,25000,Massachusetts,Mass.,5.3
22,2003,1,118.92,-34.14,-34.14,140.9,1.15,1.15,1.15,0,0,0,0,0,ma,22,0.2331,0.1351,1.756,0.054,0.0453,1.2066,0.287,0.1803,1.6175,ma,25000,Massachusetts,Mass.,5.7
22,2004,1,142.57,-33.17,-33.17,163.9,1.15,1.15,1.15,0,0,0,0,0,ma,22,0.2325,0.1327,1.7829,0.0542,0.0455,1.2056,0.2867,0.1782,1.635,ma,25000,Massachusetts,Mass.,5.1
22,2005,1,169.73,-43.22,-43.22,190,1.15,1.15,1.15,0,0,0,0,0,ma,22,0.2316,0.1347,1.7499,0.0552,0.046,1.2138,0.2868,0.1807,1.6128,ma,25000,Massachusetts,Mass.,4.8
22,2006,1,193.93,-42.62,-42.62,214.17,1.15,1.15,1.15,0,0,0,0,0,ma,22,0.2293,0.1328,1.7576,0.0529,0.0443,1.2077,0.2822,0.1771,1.6194,ma,25000,Massachusetts,Mass.,4.9
22,2007,1,212.73,-43.52,-43.52,234.56,1.15,1.15,1.15,0,0,0,0,0,ma,22,0.2383,0.1445,1.6769,0.0539,0.0464,1.1761,0.2922,0.1909,1.5548,ma,25000,Massachusetts,Mass.,4.6
22,2008,1,227.18,-54.16,-54.16,237.27,1.15,1.15,1.15,0,0,0,0,0,ma,22,0.2357,0.1349,1.7782,0.0549,0.0453,1.2265,0.2906,0.1803,1.6389,ma,25000,Massachusetts,Mass.,5.5
22,2009,1,228,-63.04,-63.04,239.21,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
22,2010,1,239.53,-62.21,-62.21,242.53,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
22,2011,1,255.26,-61.88,-61.88,257.37,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
22,2012,1,266.32,-62.2,-62.2,259.33,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
22,2013,1,258.48,-62.75,-62.75,253.49,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
22,2014,1,258.77,-62.89,-62.89,254.8,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
22,2015,1,257.08,-63.15,-63.15,254.56,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
22,2016,1,245.53,-95.79,-95.79,255.77,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
22,2017,1,251.34,-94.75,-94.75,259.84,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
22,2018,1,257.55,-94.02,-94.02,265.18,0,0,0,0,0,0,0,0,ma,,,,,,,,,,,,,,,
23,1977,1,199.69,6.72,-67.34,-376.07,0,0,0,0,0,0,-60,-100,mi,23,0.6802,0.5208,1.3234,0.0533,0.0515,1.0443,0.7335,0.5723,1.2982,mi,,,,
23,1978,1,116.19,-138.64,-368.32,-440.87,0,0,0,0,0,0,-60,-100,mi,23,0.6542,0.448,1.4819,0.051,0.0506,1.0169,0.7052,0.4986,1.4345,mi,,,,
23,1979,1,180.16,-44.75,-312.87,-356.45,0,0,0,0,0,0,-60,-100,mi,23,0.2964,0.1545,1.9566,0.0511,0.0318,1.6327,0.3475,0.1863,1.9011,mi,,,,
23,1980,1,182.27,-41.76,-321.04,-215.74,0,0,0,0,0,0,-60,-100,mi,23,0.3076,0.1584,1.9805,0.0531,0.0318,1.6981,0.3607,0.1902,1.9332,mi,26000,Michigan,Mich.,12.3
23,1981,1,219.05,3.7,-276.59,-4.68,0,0,0,0,0,0,-60,-100,mi,23,0.3134,0.1621,1.9709,0.054,0.0315,1.7471,0.3674,0.1936,1.9344,mi,26000,Michigan,Mich.,12.4
23,1982,1,267.93,53.1,-285.99,10.22,0,0,0,0,0,0,-60,-100,mi,23,0.2875,0.1484,1.9754,0.0606,0.0358,1.7244,0.3482,0.1842,1.9266,mi,26000,Michigan,Mich.,15.4
23,1983,1,357.66,111.87,-298.14,53.58,0,0,0,0,0,0,-60,-100,mi,23,0.2657,0.1394,1.9424,0.0731,0.0468,1.5884,0.3388,0.1862,1.8533,mi,26000,Michigan,Mich.,14.4
23,1984,1,342.73,118.67,-275.64,190.61,0,0,0,0,0,0,-60,-100,mi,23,0.2653,0.1397,1.9363,0.0671,0.0447,1.5235,0.3325,0.1844,1.8359,mi,26000,Michigan,Mich.,11.2
23,1985,1,322.68,119.45,-253.95,189.69,5.33,5.33,2.13,0,0,0,-60,-100,mi,23,0.2771,0.1484,1.9023,0.0608,0.0406,1.5202,0.3379,0.1891,1.82,mi,26000,Michigan,Mich.,10
23,1986,1,279.37,98.61,-237.63,167.49,4.6,4.6,1.84,0,0,0,-60,-100,mi,23,0.293,0.1628,1.8323,0.0536,0.0369,1.4744,0.3466,0.1997,1.766,mi,26000,Michigan,Mich.,8.8
23,1987,1,292.83,116.6,-234.7,192.33,4.6,4.6,4.6,0,0,0,-60,-100,mi,23,0.2529,0.1468,1.7534,0.0517,0.0375,1.4004,0.3046,0.1842,1.6814,mi,26000,Michigan,Mich.,8.3
23,1988,1,296,112.07,-241.94,214.02,0,0,0,0,0,0,0,0,mi,23,0.2344,0.1459,1.6325,0.0512,0.038,1.3665,0.2856,0.1839,1.5775,mi,26000,Michigan,Mich.,7.5
23,1989,1,299.01,108.85,-241.32,233.26,0,0,0,0,0,0,0,0,mi,23,0.2313,0.1423,1.6525,0.0513,0.0371,1.4022,0.2827,0.1794,1.6006,mi,26000,Michigan,Mich.,7.1
23,1990,1,307.98,118.3,-247.19,250.93,0,0,0,0,0,0,0,0,mi,23,0.2305,0.142,1.6506,0.0516,0.0368,1.423,0.2821,0.1787,1.6037,mi,26000,Michigan,Mich.,7.6
23,1991,1,321.5,137.96,-230.58,266.3,0,0,0,0,0,0,0,0,mi,23,0.2337,0.1401,1.6964,0.0524,0.0362,1.4676,0.2861,0.1763,1.6493,mi,26000,Michigan,Mich.,9.2
23,1992,1,330.5,122.31,-268.09,276.52,0,0,0,0,0,0,0,0,mi,23,0.2319,0.1417,1.6641,0.0521,0.0366,1.4417,0.284,0.1783,1.6183,mi,26000,Michigan,Mich.,9
23,1993,1,336.95,126.65,-270.21,284.22,0,0,0,0,0,0,0,0,mi,23,0.247,0.1489,1.6865,0.0522,0.0364,1.454,0.2992,0.1854,1.6407,mi,26000,Michigan,Mich.,7.2
23,1994,1,325.8,118.7,-275.17,261.7,0,0,0,0,0,0,0,0,mi,23,0.2528,0.1505,1.708,0.0465,0.0373,1.2639,0.2993,0.1878,1.6195,mi,26000,Michigan,Mich.,6
23,1995,1,310.99,95.27,-264.04,227.42,0,0,0,0,0,0,0,0,mi,23,0.2565,0.1548,1.6851,0.0453,0.0366,1.2516,0.3018,0.1914,1.6018,mi,26000,Michigan,Mich.,5.3
23,1996,1,313.31,106.22,-254.54,230.61,0,0,0,0,0,0,0,0,mi,23,0.2593,0.1574,1.6745,0.0451,0.0372,1.228,0.3043,0.1946,1.589,mi,26000,Michigan,Mich.,4.9
23,1997,1,302.89,79.05,-288.79,220.99,0,0,0,0,0,0,0,0,mi,23,0.2595,0.1596,1.6523,0.0452,0.0376,1.2141,0.3046,0.1973,1.5684,mi,26000,Michigan,Mich.,4.3
23,1998,1,285.65,46.17,-297,204.25,0,0,0,0,0,0,0,0,mi,23,0.2642,0.1561,1.7217,0.0453,0.0373,1.2295,0.3095,0.1934,1.6264,mi,26000,Michigan,Mich.,3.9
23,1999,1,285.89,49.16,-297.22,205.19,0,0,0,0,0,0,0,0,mi,23,0.2686,0.1601,1.7063,0.0445,0.0375,1.1999,0.3131,0.1976,1.6097,mi,26000,Michigan,Mich.,3.7
23,2000,1,273.39,40.93,-295.8,154.86,0,0,0,0,0,0,0,0,mi,23,0.2707,0.1641,1.6778,0.0431,0.0355,1.2311,0.3139,0.1995,1.5982,mi,26000,Michigan,Mich.,3.6
23,2001,1,275.09,44.49,-302.45,153.85,0,0,0,0,0,0,0,0,mi,23,0.2629,0.1466,1.826,0.0434,0.035,1.255,0.3063,0.1816,1.7155,mi,26000,Michigan,Mich.,5.2
23,2002,1,261.78,30.9,-307.84,144.72,0,0,0,0,0,0,0,0,mi,23,0.2525,0.1354,1.8995,0.0433,0.0331,1.3252,0.2957,0.1685,1.7863,mi,26000,Michigan,Mich.,6.3
23,2003,1,254.78,25.72,-305.5,142.17,0,0,0,0,0,0,0,0,mi,23,0.2242,0.1194,1.9141,0.042,0.0321,1.327,0.2662,0.1515,1.7891,mi,26000,Michigan,Mich.,7.2
23,2004,1,252.97,30.08,-304.33,139.83,0,0,0,0,0,0,0,0,mi,23,0.2288,0.1246,1.871,0.0418,0.0324,1.3101,0.2706,0.1569,1.7549,mi,26000,Michigan,Mich.,7
23,2005,1,250.76,30.2,-300.96,141.56,0,0,0,0,0,0,0,0,mi,23,0.233,0.1359,1.7441,0.0412,0.0326,1.2799,0.2743,0.1686,1.6539,mi,26000,Michigan,Mich.,6.8
23,2006,1,252.44,30.99,-302.47,141.78,0,0,0,0,0,0,0,0,mi,23,0.229,0.1341,1.7374,0.0407,0.0299,1.3767,0.2697,0.1641,1.6714,mi,26000,Michigan,Mich.,7
23,2007,1,260.33,64.37,-213.17,144.88,0,0,0,0,0,0,0,0,mi,23,0.2278,0.1301,1.7816,0.0418,0.0327,1.2966,0.2696,0.1628,1.6839,mi,26000,Michigan,Mich.,7
23,2008,1,265.06,18.99,-301.29,156.42,0.76,0.76,0.76,0,0,0,0,0,mi,23,0.2307,0.1303,1.8026,0.0461,0.0355,1.3161,0.2768,0.1658,1.6981,mi,26000,Michigan,Mich.,8
23,2009,1,232.47,-45.5,-364.63,141.83,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
23,2010,1,243.8,-15.41,-302.08,152.02,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
23,2011,1,246.96,-13.85,-298.57,152.1,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
23,2012,1,268.11,47.32,-228.57,243.51,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
23,2013,1,255.19,31.26,-235.81,-14.97,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
23,2014,1,255.4,31.35,-238.13,-15.18,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
23,2015,1,258.31,36.53,-234.46,-13.33,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
23,2016,1,256.65,13.83,-307.79,-18.08,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
23,2017,1,258.73,8.89,-336.54,-19.21,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
23,2018,1,266.13,17.28,-332.69,-13.97,0,0,0,0,0,0,0,0,mi,,,,,,,,,,,,,,,
24,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,mn,24,0.7961,0.6065,1.3301,0.0763,0.0829,0.9293,0.8724,0.6894,1.2817,mn,,,,
24,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,mn,24,0.6177,0.4132,1.5176,0.0764,0.0712,1.0838,0.6941,0.4844,1.4536,mn,,,,
24,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,mn,24,0.2749,0.1462,1.9162,0.0919,0.0601,1.553,0.3668,0.2063,1.8101,mn,,,,
24,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,mn,24,0.2992,0.1602,1.9032,0.0886,0.0586,1.5352,0.3878,0.2188,1.8044,mn,27000,Minnesota,Minn.,5.8
24,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,mn,24,0.3015,0.1626,1.8893,0.0889,0.0575,1.5716,0.3905,0.2201,1.8061,mn,27000,Minnesota,Minn.,5.8
24,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,mn,24,0.2819,0.155,1.8525,0.1048,0.0676,1.5753,0.3867,0.2225,1.7682,mn,27000,Minnesota,Minn.,7.9
24,1983,1,-272.63,-276.67,-276.67,-283.3,0,0,0,0,0,0,-90.82,-95,mn,24,0.2634,0.1449,1.8517,0.118,0.0714,1.6807,0.3814,0.2163,1.7952,mn,27000,Minnesota,Minn.,8
24,1984,1,-200.22,-255.72,-255.72,-211.41,0,0,0,0,0,0,-89.02,-95,mn,24,0.2655,0.1506,1.7944,0.1084,0.0646,1.7063,0.3739,0.2152,1.7679,mn,27000,Minnesota,Minn.,6.3
24,1985,1,-7.03,-227.17,-232.75,-157.53,0,0,0,0,0,0,-89.22,-92.43,mn,24,0.2823,0.164,1.7513,0.0931,0.0544,1.7413,0.3754,0.2184,1.7488,mn,27000,Minnesota,Minn.,6
24,1986,1,-9.86,-230.22,-230.22,-162.81,0,0,0,0,0,0,-89.34,-92.68,mn,24,0.2611,0.1397,1.9053,0.0893,0.0488,1.8626,0.3504,0.1885,1.8942,mn,27000,Minnesota,Minn.,5.5
24,1987,1,33.63,-93.35,-228.35,-228.35,0,0,0,0,0,0,-90,-90,mn,24,0.2313,0.129,1.8258,0.0859,0.0498,1.7547,0.3172,0.1788,1.806,mn,27000,Minnesota,Minn.,5.1
24,1988,1,-35.38,-194.27,-194.27,-194.27,0,0,0,0,0,0,-90,-90,mn,24,0.2203,0.1308,1.7131,0.0779,0.049,1.6173,0.2982,0.1798,1.687,mn,27000,Minnesota,Minn.,4.3
24,1989,1,15.65,-146.96,-146.96,-146.96,0.7,0.7,0.7,0,0,0,-84.99,-84.99,mn,24,0.2181,0.1279,1.7348,0.078,0.0483,1.6412,0.2961,0.1762,1.7091,mn,27000,Minnesota,Minn.,4.3
24,1990,1,61.47,-100.27,-100.27,-100.27,0.29,0.29,0.29,0,0,0,-75.43,-75.43,mn,24,0.2166,0.1262,1.7461,0.0777,0.0485,1.6297,0.2944,0.1747,1.7138,mn,27000,Minnesota,Minn.,4.8
24,1991,1,54.81,-101.11,-257.77,-101.11,-1.49,0.21,0.21,0,0,0,-75.83,-75.83,mn,24,0.2189,0.127,1.7538,0.0786,0.0481,1.6604,0.2975,0.1751,1.7281,mn,27000,Minnesota,Minn.,5.1
24,1992,1,36.59,-101.83,-271.1,-101.83,-1.68,0.16,0.16,0,0,0,-76.12,-76.12,mn,24,0.2164,0.1273,1.7294,0.0778,0.0484,1.6338,0.2942,0.1757,1.7031,mn,27000,Minnesota,Minn.,5.1
24,1993,1,34.96,-102.71,-371.79,-102.71,-2.83,0.1,0.1,0,0,0,-76.42,-76.42,mn,24,0.2229,0.1268,1.7904,0.0775,0.0479,1.645,0.3004,0.1746,1.7505,mn,27000,Minnesota,Minn.,5
24,1994,1,18.76,-113.56,-271.25,-99.52,2.11,2.11,2.11,0,0,0,-85,-76.31,mn,24,0.2249,0.1262,1.8151,0.0785,0.0475,1.6808,0.3035,0.1737,1.7783,mn,27000,Minnesota,Minn.,4.1
24,1995,1,19.48,-111.46,-269.92,-159.86,2.11,2.11,2.11,0,0,0,-85,-82.96,mn,24,0.2297,0.132,1.7702,0.0793,0.0485,1.6642,0.309,0.1805,1.7417,mn,27000,Minnesota,Minn.,3.7
24,1996,1,18.72,-109.84,-269.54,-157.66,2.11,2.11,2.11,0,0,0,-85,-82.89,mn,24,0.23,0.1306,1.7923,0.0797,0.0487,1.6621,0.3097,0.1793,1.7569,mn,27000,Minnesota,Minn.,4
24,1997,1,10.42,-108.39,-270.97,-156.18,2.14,2.14,2.14,0,0,0,-85,-82.76,mn,24,0.2317,0.1314,1.7946,0.0801,0.05,1.6288,0.3118,0.1814,1.7489,mn,27000,Minnesota,Minn.,3.3
24,1998,1,6.79,-106.7,-988.75,-155.08,-7,1,1,0,0,0,-85,-82.69,mn,24,0.2346,0.126,1.897,0.0797,0.0497,1.6296,0.3142,0.1757,1.8212,mn,27000,Minnesota,Minn.,2.7
24,1999,1,-2.35,-106.81,-1061.11,-153.63,-7.8,1,1,0,0,0,-85,-82.66,mn,24,0.2476,0.1424,1.7701,0.0744,0.0483,1.5654,0.3221,0.1907,1.7182,mn,27000,Minnesota,Minn.,2.8
24,2000,1,-13.69,-115.92,-1168.95,-151.08,-9,1,1,0,0,0,-85,-82.63,mn,24,0.2495,0.1459,1.7395,0.0727,0.048,1.5372,0.3222,0.194,1.6893,mn,27000,Minnesota,Minn.,3.2
24,2001,1,-52.73,-149.93,-1170.26,-171.46,-9.16,0.84,0.84,0,0,0,-85,-82.54,mn,24,0.2403,0.1294,1.8921,0.0761,0.0456,1.6988,0.3164,0.175,1.8417,mn,27000,Minnesota,Minn.,3.8
24,2002,1,-63.13,-174.41,-1171.37,-181.6,-9.15,0.85,0.85,0,0,0,-85,-82.47,mn,24,0.2444,0.1337,1.862,0.0734,0.0465,1.6065,0.3178,0.1801,1.796,mn,27000,Minnesota,Minn.,4.5
24,2003,1,-58.04,-170.7,-1169.34,-179.84,-9.15,0.85,0.85,0,0,0,-85,-82.48,mn,24,0.2159,0.1184,1.8577,0.0737,0.046,1.6276,0.2896,0.1644,1.7932,mn,27000,Minnesota,Minn.,4.9
24,2004,1,-51.53,-167.22,-1164.98,-166.19,-9.15,0.85,0.85,0,0,0,-85,-82.54,mn,24,0.2124,0.1166,1.8544,0.0741,0.046,1.6354,0.2865,0.1627,1.7924,mn,27000,Minnesota,Minn.,4.7
24,2005,1,-46.46,-180.99,-1162.25,-163.57,-9.15,0.85,0.85,0,0,0,-85,-82.55,mn,24,0.2108,0.1145,1.8748,0.0751,0.0459,1.6644,0.2859,0.1604,1.8145,mn,27000,Minnesota,Minn.,4.1
24,2006,1,-43.73,-177.23,-1160.89,-160.96,-9.15,0.85,0.85,0,0,0,-85,-82.51,mn,24,0.2085,0.1131,1.8789,0.0768,0.0438,1.7829,0.2853,0.1569,1.852,mn,27000,Minnesota,Minn.,4
24,2007,1,-48.64,-177.38,-1159.02,-159.11,-9.15,0.85,0.85,0,0,0,-85,-82.53,mn,24,0.2059,0.1054,1.992,0.0765,0.0429,1.8148,0.2824,0.1484,1.9406,mn,27000,Minnesota,Minn.,4.6
24,2008,1,-48.2,-192.65,-1158.15,-168.15,-9.15,0.85,0.85,0,0,0,-85,-82.37,mn,24,0.2076,0.1019,2.0802,0.0774,0.0417,1.8909,0.285,0.1436,2.0251,mn,27000,Minnesota,Minn.,5.4
24,2009,1,-93.8,-223.81,-1183.15,-190.9,-9.15,0.85,0.85,0,0,0,-85,-82.23,mn,,,,,,,,,,,,,,,
24,2010,1,-62.49,-197.82,-1158.12,-166.95,-9.15,0.85,0.85,0,0,0,-85,-82.31,mn,,,,,,,,,,,,,,,
24,2011,1,-67.09,-212.36,-1156.02,-163.34,-9.15,0.85,0.85,0,0,0,-85,-81.34,mn,,,,,,,,,,,,,,,
24,2012,1,-69.77,-149.37,-1155.29,-161.75,-9.15,0.85,0.85,0,0,0,-85,-81.28,mn,,,,,,,,,,,,,,,
24,2013,1,-75.19,-210.88,-1154.87,-160.92,-9.15,0.85,0.85,0,0,0,-85,-81.27,mn,,,,,,,,,,,,,,,
24,2014,1,-75.82,-214.67,-1245.43,-159.67,-10.15,0.85,0.85,0,0,0,-85,-81.27,mn,,,,,,,,,,,,,,,
24,2015,1,-79.08,-214.84,-1244.94,-159.17,-10.15,0.85,0.85,0,0,0,-85,-81.28,mn,,,,,,,,,,,,,,,
24,2016,1,-70.52,-213.38,-1243.43,-158.31,-10.15,0.85,0.85,0,0,0,-85,-81.32,mn,,,,,,,,,,,,,,,
24,2017,1,-60.15,-210.94,-1240.7,-156.74,-10.15,0.85,0.85,0,0,0,-85,-81.36,mn,,,,,,,,,,,,,,,
24,2018,1,-56.15,-208.28,-1238.93,-155.16,-10.15,0.85,0.85,0,0,0,-85,-81.37,mn,,,,,,,,,,,,,,,
25,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.7689,0.5877,1.3256,0.0362,0.0319,1.1468,0.805,0.6196,1.3164,ms,,,,
25,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.6655,0.449,1.5044,0.0346,0.0308,1.1334,0.7001,0.4799,1.4805,ms,,,,
25,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.2633,0.1266,2.1235,0.0275,0.012,2.3408,0.2908,0.1387,2.1423,ms,,,,
25,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.2829,0.1394,2.071,0.0282,0.0128,2.2603,0.3111,0.1522,2.0869,ms,28000,Mississippi,Miss.,7.4
25,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.2888,0.1446,2.0374,0.0284,0.0126,2.3085,0.3172,0.1572,2.0591,ms,28000,Mississippi,Miss.,8.5
25,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.2728,0.1359,2.0479,0.0283,0.0127,2.2913,0.3011,0.1486,2.0686,ms,28000,Mississippi,Miss.,11.1
25,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.2452,0.1253,1.9953,0.0323,0.0142,2.3279,0.2775,0.1395,2.0291,ms,28000,Mississippi,Miss.,12.1
25,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.2433,0.123,2.0182,0.034,0.0147,2.3631,0.2774,0.1377,2.055,ms,28000,Mississippi,Miss.,10.5
25,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.2395,0.1194,2.0469,0.0339,0.0153,2.2666,0.2735,0.1347,2.0718,ms,28000,Mississippi,Miss.,10.4
25,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,ms,25,0.2337,0.1045,2.2872,0.0325,0.0144,2.3119,0.2662,0.1189,2.2902,ms,28000,Mississippi,Miss.,11.4
