state,year,income,taxsngl,taxjnt,taxfam,tax65,mtr_wage,mtr_int,mtr_amt,mtr_lcg,mtr_gift,mtr_fed,mtr_ptx,mtr_pt65,code,state_id,fed_marg,fed_avg,fed_elas,st_marg,st_avg,st_elas,c_marg,c_avg,c_elas,state_abv,Fips,State,Abbrev,rate
1,1977,1,94.37,12.17,0,102.84,0,0,0,0,0,0,0,0,al,1,0.7368,0.5577,1.3388,0.0199,0.0237,0.8477,0.7566,0.5813,1.3187,al,,,,
1,1978,1,103.29,20.41,0,111.43,0,0,0,0,0,0,0,0,al,1,0.6899,0.4747,1.4748,0.0205,0.0266,0.7761,0.7104,0.5013,1.4375,al,,,,
1,1979,1,116.03,29.41,9.04,125.56,1.5,1.5,0.6,0,-1.5,0,0,0,al,1,0.2867,0.1522,1.9196,0.0333,0.0239,1.4122,0.32,0.1762,1.8504,al,,,,
1,1980,1,126.3,45.67,19.72,135.41,1.5,1.5,0.6,0,-1.5,0,0,0,al,1,0.3119,0.169,1.8809,0.0329,0.0246,1.3539,0.3449,0.1936,1.8135,al,1000,Alabama,Ala.,8.9
1,1981,1,136.09,65.36,31.2,145.9,3,3,1.2,0,-3,0,0,0,al,1,0.3146,0.1686,1.9017,0.0333,0.0248,1.361,0.3478,0.1933,1.832,al,1000,Alabama,Ala.,10.6
1,1982,1,174.68,69.83,31.34,184.79,1.6,1.6,0.64,0,0,0,0,0,al,1,0.3094,0.1758,1.7918,0.0326,0.0233,1.4159,0.342,0.1991,1.7476,al,1000,Alabama,Ala.,14.1
1,1983,1,179.4,77.86,38.03,188.74,3.2,3.2,1.28,0,0,0,0,0,al,1,0.2848,0.1574,1.8421,0.0341,0.0244,1.4193,0.3189,0.1818,1.7853,al,1000,Alabama,Ala.,13.8
1,1984,1,183.65,84.89,47.73,194.39,3.2,3.2,1.28,0,0,0,0,0,al,1,0.3005,0.178,1.7178,0.0334,0.0245,1.3804,0.3339,0.2025,1.6768,al,1000,Alabama,Ala.,11
1,1985,1,190.49,92.76,56.18,201.15,3.2,3.2,1.28,0,0,0,0,0,al,1,0.2932,0.1668,1.7891,0.0344,0.0251,1.3876,0.3276,0.192,1.7364,al,1000,Alabama,Ala.,9.2
1,1986,1,189.55,98.7,61.43,200.05,3.2,3.2,1.28,0,0,0,0,-5,al,1,0.3186,0.1956,1.6555,0.0333,0.0251,1.3438,0.3519,0.2207,1.6199,al,1000,Alabama,Ala.,9.7
1,1987,1,198.95,104.81,67.92,206.11,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2691,0.1751,1.5607,0.0358,0.0287,1.2625,0.3049,0.2038,1.5187,al,1000,Alabama,Ala.,8.1
1,1988,1,202.48,112.09,76.45,210.83,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2428,0.1728,1.4253,0.0369,0.0306,1.2195,0.2796,0.2033,1.3943,al,1000,Alabama,Ala.,7.2
1,1989,1,209.27,119.91,85.6,217.31,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.242,0.1661,1.4791,0.0377,0.0307,1.2422,0.2797,0.1968,1.442,al,1000,Alabama,Ala.,7
1,1990,1,215.38,127.07,94,223.65,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2382,0.1626,1.4863,0.0374,0.0307,1.2333,0.2756,0.1934,1.446,al,1000,Alabama,Ala.,6.8
1,1991,1,221.9,133.31,101.31,230.4,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2503,0.1644,1.5461,0.0371,0.0309,1.2144,0.2874,0.1953,1.4935,al,1000,Alabama,Ala.,7.3
1,1992,1,227.95,137.47,106.18,236.75,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2562,0.1716,1.5153,0.037,0.0313,1.1964,0.2931,0.2029,1.466,al,1000,Alabama,Ala.,7.6
1,1993,1,231.98,141.71,111.14,240.58,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.278,0.1828,1.5447,0.0354,0.0302,1.1855,0.3134,0.213,1.4936,al,1000,Alabama,Ala.,7.3
1,1994,1,240.77,145.41,115.48,244.98,3.2,3.2,3.2,0,0,-1,0,-5,al,1,0.2812,0.1791,1.595,0.0355,0.0305,1.1776,0.3167,0.2096,1.5341,al,1000,Alabama,Ala.,6.2
1,1995,1,244.59,149,119.69,248.3,3.2,3.2,3.2,0,0,-0.73,0,-5,al,1,0.2884,0.1859,1.5758,0.035,0.0306,1.1558,0.3233,0.2165,1.5162,al,1000,Alabama,Ala.,6
1,1996,1,248.19,152.07,123.28,251.74,3.2,3.2,3.2,0,0,-0.37,0,-5,al,1,0.2899,0.1935,1.5208,0.0347,0.0301,1.1687,0.3246,0.2236,1.4733,al,1000,Alabama,Ala.,5.2
1,1997,1,252.5,154.9,126.59,255.44,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.287,0.1912,1.5243,0.0352,0.0306,1.1631,0.3223,0.2218,1.4742,al,1000,Alabama,Ala.,5
1,1998,1,255.54,156.68,128.68,263.09,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2907,0.1885,1.5661,0.0348,0.0309,1.1393,0.3255,0.2194,1.5058,al,1000,Alabama,Ala.,4.4
1,1999,1,257.88,159.14,131.57,265.39,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2941,0.193,1.5478,0.0346,0.031,1.128,0.3287,0.224,1.4895,al,1000,Alabama,Ala.,4.7
1,2000,1,254.38,162.72,135.76,268.71,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.3005,0.1996,1.529,0.0341,0.0309,1.1161,0.3346,0.2305,1.4734,al,1000,Alabama,Ala.,4.6
1,2001,1,262.89,166.23,139.87,271.97,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2986,0.1837,1.6526,0.0344,0.0309,1.1279,0.333,0.2146,1.5767,al,1000,Alabama,Ala.,5.1
1,2002,1,265.78,168.56,142.6,274.13,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2946,0.175,1.7119,0.0347,0.0307,1.1444,0.3293,0.2057,1.6269,al,1000,Alabama,Ala.,5.9
1,2003,1,268.24,171.51,146.06,276.88,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2504,0.1473,1.7297,0.0369,0.032,1.1651,0.2873,0.1793,1.6284,al,1000,Alabama,Ala.,6
1,2004,1,272.61,175.49,150.71,280.57,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2494,0.1531,1.6554,0.0369,0.0325,1.151,0.2863,0.1856,1.5668,al,1000,Alabama,Ala.,5.7
1,2005,1,276.77,180,156,284.76,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2595,0.1654,1.5946,0.0373,0.0327,1.1528,0.2968,0.1981,1.5214,al,1000,Alabama,Ala.,4.5
1,2006,1,280.64,184.18,160.89,288.64,3.2,3.2,3.2,0,0,0,0,-5,al,1,0.2519,0.1632,1.5676,0.0366,0.0327,1.1313,0.2884,0.1959,1.4946,al,1000,Alabama,Ala.,4
1,2007,1,265.55,1.55,0,273.2,0,0,0,0,0,0,0,0,al,1,0.2551,0.1682,1.5397,0.0367,0.0324,1.1482,0.2918,0.2006,1.4764,al,1000,Alabama,Ala.,4
1,2008,1,272.55,5.41,0,277.61,0,0,0,0,0,0,0,0,al,1,0.2573,0.1635,1.5989,0.0374,0.0326,1.1591,0.2946,0.1961,1.5255,al,1000,Alabama,Ala.,5.7
1,2009,1,279.3,6.88,0,279.3,0,0,0,0,0,0,0,0,al,,,,,,,,,,,,,,,
1,2010,1,282.19,9.42,0,282.19,0,0,0,0,0,0,0,0,al,,,,,,,,,,,,,,,
1,2011,1,286.62,13.29,0,286.62,0,0,0,0,0,0,0,0,al,,,,,,,,,,,,,,,
1,2012,1,290.48,16.67,0,290.48,0,0,0,0,0,0,0,0,al,,,,,,,,,,,,,,,
1,2013,1,293.83,22.02,0,293.83,0,0,0,0,0,0,0,0,al,,,,,,,,,,,,,,,
1,2014,1,297.14,28.09,0,297.14,0,0,0,0,0,0,0,0,al,,,,,,,,,,,,,,,
1,2015,1,299.11,31.71,0.74,299.11,2.1,2.1,2.1,0,0,0,0,0,al,,,,,,,,,,,,,,,
1,2016,1,302.45,37.83,4.22,302.45,2.1,2.1,2.1,0,0,0,0,0,al,,,,,,,,,,,,,,,
1,2017,1,306.13,44.58,8.06,306.13,2.1,2.1,2.1,0,0,0,0,0,al,,,,,,,,,,,,,,,
1,2018,1,310.96,53.43,13.08,310.96,2.1,2.1,2.1,0,0,0,0,0,al,,,,,,,,,,,,,,,
2,1977,1,119.09,32.57,32.57,119.09,3,3,1.5,2.4,0,0,0,0,ak,,,,,,,,,,,,,,,
2,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.3213,0.1667,1.9651,0.0768,0.0391,2.0021,0.3981,0.2059,1.9721,ak,,,,
2,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.3831,0.1919,2.0374,0,0,0,0.3831,0.1919,10.4722,ak,2000,Alaska,Alaska,9.6
2,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.3717,0.1933,1.96,0,0,0,0.3717,0.1933,9.2536,ak,2000,Alaska,Alaska,9.4
2,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.3625,0.1802,2.0531,0,0,0,0.3625,0.1802,9.7452,ak,2000,Alaska,Alaska,9.9
2,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.3334,0.1704,1.9954,0,0,0,0.3334,0.1704,8.8346,ak,2000,Alaska,Alaska,9.9
2,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.3064,0.154,2.0295,0,0,0,0.3064,0.154,10.2229,ak,2000,Alaska,Alaska,9.8
2,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.313,0.1572,2.031,0,0,0,0.313,0.1572,11.6718,ak,2000,Alaska,Alaska,9.7
2,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.3204,0.1567,2.0877,0,0,0,0.3204,0.1567,12.7445,ak,2000,Alaska,Alaska,10.9
2,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2674,0.13,2.0995,0,0,0,0.2674,0.13,16.2941,ak,2000,Alaska,Alaska,10.3
2,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2497,0.1332,1.9104,0,0,0,0.2497,0.1332,20.8796,ak,2000,Alaska,Alaska,8.8
2,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2514,0.1297,1.9764,0,0,0,0.2514,0.1297,17.3261,ak,2000,Alaska,Alaska,7
2,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2495,0.1366,1.8614,0,0,0,0.2495,0.1366,17.6938,ak,2000,Alaska,Alaska,7.2
2,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2498,0.143,1.7778,0,0,0,0.2498,0.143,18.9837,ak,2000,Alaska,Alaska,8.5
2,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2406,0.1358,1.8039,0,0,0,0.2406,0.1358,21.15,ak,2000,Alaska,Alaska,8.9
2,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2434,0.1357,1.8269,0,0,0,0.2434,0.1357,20.3621,ak,2000,Alaska,Alaska,7.7
2,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2512,0.1398,1.8296,0,0,0,0.2512,0.1398,22.6089,ak,2000,Alaska,Alaska,7.6
2,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2479,0.1373,1.8386,0,0,0,0.2479,0.1373,26.8871,ak,2000,Alaska,Alaska,7.3
2,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2441,0.1313,1.894,0,0,0,0.2441,0.1313,28.1498,ak,2000,Alaska,Alaska,7.6
2,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2349,0.1286,1.8598,0,0,0,0.2349,0.1286,30.2729,ak,2000,Alaska,Alaska,7.1
2,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2365,0.1208,1.9964,0,0,0,0.2365,0.1208,36.0559,ak,2000,Alaska,Alaska,6.3
2,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2411,0.1201,2.0489,0,0,0,0.2411,0.1201,44.3673,ak,2000,Alaska,Alaska,6.5
2,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2425,0.1125,2.2022,0,0,0,0.2425,0.1125,55.2173,ak,2000,Alaska,Alaska,6.4
2,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2266,0.1061,2.1825,0,0,0,0.2266,0.1061,45.0923,ak,2000,Alaska,Alaska,6.4
2,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2244,0.103,2.2274,0,0,0,0.2244,0.103,41.1227,ak,2000,Alaska,Alaska,7.3
2,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.1964,0.0875,2.2957,0,0,0,0.1964,0.0875,44.067,ak,2000,Alaska,Alaska,7.8
2,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2024,0.0821,2.5283,0,0,0,0.2024,0.0821,57.0201,ak,2000,Alaska,Alaska,7.5
2,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.1962,0.0848,2.3688,0,0,0,0.1962,0.0848,53.0199,ak,2000,Alaska,Alaska,6.9
2,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.202,0.0786,2.6362,0,0,0,0.202,0.0786,52.9303,ak,2000,Alaska,Alaska,6.6
2,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2071,0.0914,2.3177,0,0,0,0.2071,0.0914,43.7992,ak,2000,Alaska,Alaska,6.3
2,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,2,0.2122,0.095,2.2849,0,0,0,0.2122,0.095,39.8424,ak,2000,Alaska,Alaska,6.7
2,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
2,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,ak,,,,,,,,,,,,,,,
3,1977,1,133.51,62.87,0,62.72,0,0,0,0,0,0,0,-3,az,,,,,,,,,,,,,,,
3,1978,1,134.48,61.58,0,58.69,0,0,0,0,0,0,0,-3,az,,,,,,,,,,,,,,,
3,1979,1,139.78,60.57,0,59.43,0,0,0,0,0,0,0,-3,az,3,0.272,0.1349,2.0586,0.0507,0.0308,1.6726,0.3227,0.1657,1.9866,az,,,,
3,1980,1,137.78,53.51,0,49.86,0,0,0,0,0,0,0,-3,az,3,0.2866,0.1409,2.0771,0.0497,0.0293,1.7225,0.3363,0.1702,2.0158,az,4000,Arizona,Ariz.,6.6
3,1981,1,124.9,32.8,0,36.35,0,0,0,0,0,0,0,-2,az,3,0.2952,0.1469,2.0513,0.049,0.0294,1.6951,0.3442,0.1763,1.9917,az,4000,Arizona,Ariz.,6.2
3,1982,1,133.59,36.83,0,37.41,0,0,0,0,0,0,0,0,az,3,0.2718,0.1362,2.0365,0.0511,0.0297,1.7536,0.3229,0.1659,1.9858,az,4000,Arizona,Ariz.,10.1
3,1983,1,134.55,36.79,0,40.86,0,0,0,0,0,0,0,0,az,3,0.2595,0.132,2.0049,0.0544,0.0311,1.7774,0.3139,0.1632,1.9614,az,4000,Arizona,Ariz.,8.8
3,1984,1,137.45,35.07,0,40.2,0,0,0,0,0,0,0,0,az,3,0.2553,0.1274,2.0441,0.0543,0.0314,1.7573,0.3095,0.1588,1.9872,az,4000,Arizona,Ariz.,5.2
3,1985,1,132.38,30.28,0,35.1,0,0,0,0,0,0,0,0,az,3,0.2558,0.1278,2.0413,0.0542,0.0305,1.8118,0.31,0.1583,1.997,az,4000,Arizona,Ariz.,6.3
3,1986,1,132.19,28.91,0,34.67,0,0,0,0,0,0,0,0,az,3,0.2606,0.1324,2.0076,0.0547,0.0311,1.7895,0.3153,0.1635,1.966,az,4000,Arizona,Ariz.,6.9
3,1987,1,142.2,33.35,0,33.92,0,0,0,0,0,0,0,0,az,3,0.229,0.1231,1.8956,0.0568,0.0364,1.5848,0.2859,0.1595,1.8245,az,4000,Arizona,Ariz.,6.5
3,1988,1,139.99,31.26,0,32.99,0,0,0,0,0,0,0,0,az,3,0.2173,0.1195,1.8525,0.0574,0.0372,1.5703,0.2748,0.1566,1.7854,az,4000,Arizona,Ariz.,6.4
3,1989,1,137.25,27.98,0,30.87,0,0,0,0,0,0,0,0,az,3,0.2185,0.1205,1.8471,0.0578,0.0368,1.5942,0.2763,0.1573,1.7878,az,4000,Arizona,Ariz.,5.3
3,1990,1,91.96,0,0,13.41,0,0,0,0,0,0,0,0,az,3,0.216,0.1164,1.8903,0.0446,0.0267,1.7001,0.2606,0.1431,1.8548,az,4000,Arizona,Ariz.,5.3
3,1991,1,101.28,0,0,25.27,0,0,0,0,0,0,0,0,az,3,0.2238,0.1202,1.8971,0.0443,0.0273,1.6458,0.268,0.1475,1.8505,az,4000,Arizona,Ariz.,5.9
3,1992,1,102.53,0,0,15.82,0,0,0,0,0,0,0,0,az,3,0.2169,0.1189,1.8575,0.0442,0.0277,1.6215,0.2612,0.1467,1.8128,az,4000,Arizona,Ariz.,7.5
3,1993,1,108.97,0,0,7.34,0,0,0,0,0,0,0,0,az,3,0.2259,0.1214,1.8958,0.0444,0.0277,1.6303,0.2703,0.1491,1.8463,az,4000,Arizona,Ariz.,6.4
3,1994,1,98.02,0,0,12.91,0,0,0,0,0,0,0,0,az,3,0.2325,0.1242,1.908,0.0418,0.0259,1.6367,0.2743,0.1502,1.861,az,4000,Arizona,Ariz.,6.1
3,1995,1,54.48,0,0,0,0,0,0,0,0,0,0,0,az,3,0.2355,0.1247,1.9251,0.036,0.023,1.5879,0.2715,0.1477,1.8724,az,4000,Arizona,Ariz.,5.3
3,1996,1,58.88,0,0,0,0,0,0,0,0,0,0,0,az,3,0.2386,0.1242,1.9592,0.0365,0.0234,1.5831,0.2751,0.1476,1.8993,az,4000,Arizona,Ariz.,5.6
3,1997,1,59.66,0,0,0,0,0,0,0,0,0,0,0,az,3,0.2428,0.1277,1.9387,0.0352,0.0226,1.5811,0.278,0.1503,1.8847,az,4000,Arizona,Ariz.,4.6
3,1998,1,49.81,0,0,0,0,0,0,0,0,0,0,0,az,3,0.2408,0.1218,2.0165,0.035,0.0229,1.5512,0.2758,0.1447,1.9425,az,4000,Arizona,Ariz.,4.3
3,1999,1,53.07,0,0,0,0,0,0,0,0,0,0,0,az,3,0.243,0.1258,1.9693,0.0356,0.0236,1.5307,0.2785,0.1494,1.8998,az,4000,Arizona,Ariz.,4.4
3,2000,1,58.27,0,0,0,0,0,0,0,0,0,0,0,az,3,0.2466,0.1345,1.8672,0.036,0.0242,1.508,0.2825,0.1587,1.8122,az,4000,Arizona,Ariz.,4
3,2001,1,21.73,-54.92,-109.83,-27.46,0,0,0,0,0,0,0,0,az,3,0.2379,0.1123,2.1636,0.0353,0.0223,1.6077,0.2732,0.1346,2.0712,az,4000,Arizona,Ariz.,4.8
3,2002,1,25.74,-54.09,-108.17,-27.04,0,0,0,0,0,0,0,0,az,3,0.2265,0.1058,2.1869,0.0352,0.0217,1.6521,0.2617,0.1275,2.0956,az,4000,Arizona,Ariz.,6.1
3,2003,1,30.84,-53.03,-106.06,-26.52,0,0,0,0,0,0,0,0,az,3,0.2029,0.0938,2.2105,0.0363,0.022,1.681,0.2393,0.1158,2.1096,az,4000,Arizona,Ariz.,5.7
3,2004,1,37.7,-51.61,-103.22,-24.51,0,0,0,0,0,0,0,0,az,3,0.2057,0.0972,2.1626,0.0366,0.0229,1.6229,0.2424,0.1201,2.059,az,4000,Arizona,Ariz.,5
3,2005,1,43.33,-50,-100,-16.94,0,0,0,0,0,0,0,0,az,3,0.2085,0.0998,2.1337,0.0374,0.0234,1.6259,0.2459,0.1232,2.0369,az,4000,Arizona,Ariz.,4.7
3,2006,1,80.63,-48.51,-97.02,25.01,0,0,0,0,0,0,0,0,az,3,0.2024,0.0944,2.1903,0.0345,0.0209,1.6767,0.2369,0.1153,2.0969,az,4000,Arizona,Ariz.,4.2
3,2007,1,76.93,-47.25,-94.5,25.54,0,0,0,0,0,0,0,0,az,3,0.2041,0.1007,2.0688,0.0331,0.0213,1.5795,0.2372,0.122,1.9831,az,4000,Arizona,Ariz.,3.9
3,2008,1,76.92,-46.33,-92.66,26.52,0,0,0,0,0,0,0,0,az,3,0.2023,0.0937,2.2059,0.033,0.0206,1.6282,0.2353,0.1143,2.1014,az,4000,Arizona,Ariz.,6.2
3,2009,1,74.59,-45.98,-91.96,24.57,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2010,1,77,-45.38,-90.75,27.64,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2011,1,80.1,-44.45,-88.91,31.74,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2012,1,80.4,-43.65,-87.3,32.92,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2013,1,80.77,-42.95,-85.9,34.04,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2014,1,82.23,-42.26,-84.53,36.25,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2015,1,82.17,-41.85,-83.7,36.64,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2016,1,84.94,-41.16,-82.31,40.17,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2017,1,85.38,-40.39,-80.78,41.44,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,2018,1,105.74,-39.38,-78.77,62.9,0,0,0,0,0,0,0,0,az,,,,,,,,,,,,,,,
3,1977,2,719.48,623.66,462.81,566.08,4.98,4.98,2.49,0,-6,-6,-6,-7,az,,,,,,,,,,,,,,,
3,1978,2,739,629.52,456.68,571.35,4.98,4.98,1.99,0,-6,-6,-6,-7,az,,,,,,,,,,,,,,,
3,1979,2,795.68,665.44,480.88,611.77,5.88,5.88,2.35,0,-7,-7,-7,-8,az,3,0.272,0.1349,2.0586,0.0507,0.0308,1.6726,0.3227,0.1657,1.9866,az,,,,
3,1980,2,814.29,670.48,461.12,613.81,5.74,5.74,2.3,0,-7,-7,-7,-8,az,3,0.2866,0.1409,2.0771,0.0497,0.0293,1.7225,0.3363,0.1702,2.0158,az,4000,Arizona,Ariz.,6.6
3,1981,2,808.92,632.55,411.44,603.64,5.76,5.76,2.3,0,-7,-7,-7,-8,az,3,0.2952,0.1469,2.0513,0.049,0.0294,1.6951,0.3442,0.1763,1.9917,az,4000,Arizona,Ariz.,6.2
3,1982,2,911.68,681.19,436.83,695.93,5.88,5.88,2.35,0,0,-7,0,-8,az,3,0.2718,0.1362,2.0365,0.0511,0.0297,1.7536,0.3229,0.1659,1.9858,az,4000,Arizona,Ariz.,10.1
3,1983,2,916.3,681.03,442.88,701.88,5.95,5.95,2.38,0,0,-7,0,-8,az,3,0.2595,0.132,2.0049,0.0544,0.0311,1.7774,0.3139,0.1632,1.9614,az,4000,Arizona,Ariz.,8.8
3,1984,2,950.51,709.81,459.34,733.42,6.02,6.02,2.41,0,0,-7,0,-8,az,3,0.2553,0.1274,2.0441,0.0543,0.0314,1.7573,0.3095,0.1588,1.9872,az,4000,Arizona,Ariz.,5.2
3,1985,2,940.52,686.21,433.42,716.79,6.02,6.02,2.41,0,0.49,-7,0,-8,az,3,0.2558,0.1278,2.0413,0.0542,0.0305,1.8118,0.31,0.1583,1.997,az,4000,Arizona,Ariz.,6.3
3,1986,2,944.32,684.6,430,717.88,6.02,6.02,2.41,0,0.98,-7,0,-8,az,3,0.2606,0.1324,2.0076,0.0547,0.0311,1.7895,0.3153,0.1635,1.966,az,4000,Arizona,Ariz.,6.9
3,1987,2,920.47,717.83,486.75,682.81,5.95,5.95,5.95,0,0,-7,0,-8,az,3,0.229,0.1231,1.8956,0.0568,0.0364,1.5848,0.2859,0.1595,1.8245,az,4000,Arizona,Ariz.,6.5
3,1988,2,916.77,717.84,485.43,677.65,5.95,5.95,5.95,0,0,-7,0,-8,az,3,0.2173,0.1195,1.8525,0.0574,0.0372,1.5703,0.2748,0.1566,1.7854,az,4000,Arizona,Ariz.,6.4
3,1989,2,911.06,705.91,472.31,669.04,5.95,5.95,5.95,0,0,-7,0,-8,az,3,0.2185,0.1205,1.8471,0.0578,0.0368,1.5942,0.2763,0.1573,1.7878,az,4000,Arizona,Ariz.,5.3
3,1990,2,683.8,373.95,164.49,592.85,3.8,3.8,3.8,0,0,0,0,0,az,3,0.216,0.1164,1.8903,0.0446,0.0267,1.7001,0.2606,0.1431,1.8548,az,4000,Arizona,Ariz.,5.3
3,1991,2,697.26,392.58,189.9,609.25,3.8,3.8,3.8,0,0,0,0,0,az,3,0.2238,0.1202,1.8971,0.0443,0.0273,1.6458,0.268,0.1475,1.8505,az,4000,Arizona,Ariz.,5.9
3,1992,2,700.49,395.08,186.99,600.09,3.8,3.8,3.8,0,0,0,0,0,az,3,0.2169,0.1189,1.8575,0.0442,0.0277,1.6215,0.2612,0.1467,1.8128,az,4000,Arizona,Ariz.,7.5
3,1993,2,709.76,407.96,185.35,592.09,3.8,3.8,3.8,0,0,0,0,0,az,3,0.2259,0.1214,1.8958,0.0444,0.0277,1.6303,0.2703,0.1491,1.8463,az,4000,Arizona,Ariz.,6.4
3,1994,2,627.11,358.55,172.12,522.35,3.25,3.25,3.25,0,0,0,0,0,az,3,0.2325,0.1242,1.908,0.0418,0.0259,1.6367,0.2743,0.1502,1.861,az,4000,Arizona,Ariz.,6.1
3,1995,2,570.24,332.26,163.7,480.46,3,3,3,0,0,0,0,0,az,3,0.2355,0.1247,1.9251,0.036,0.023,1.5879,0.2715,0.1477,1.8724,az,4000,Arizona,Ariz.,5.3
3,1996,2,575.7,339.75,174.22,487.54,3,3,3,0,0,0,0,0,az,3,0.2386,0.1242,1.9592,0.0365,0.0234,1.5831,0.2751,0.1476,1.8993,az,4000,Arizona,Ariz.,5.6
3,1997,2,555.98,335.1,105.96,474.25,2.9,2.9,2.9,0,0,0,0,0,az,3,0.2428,0.1277,1.9387,0.0352,0.0226,1.5811,0.278,0.1503,1.8847,az,4000,Arizona,Ariz.,4.6
3,1998,2,552.53,336.96,0,473.16,0,0,0,0,0,0,0,0,az,3,0.2408,0.1218,2.0165,0.035,0.0229,1.5512,0.2758,0.1447,1.9425,az,4000,Arizona,Ariz.,4.3
3,1999,2,552.49,341.56,0,475.28,0,0,0,0,0,0,0,0,az,3,0.243,0.1258,1.9693,0.0356,0.0236,1.5307,0.2785,0.1494,1.8998,az,4000,Arizona,Ariz.,4.4
